tree_ID	gd_ID	gd_support	level	species	gene1	gene2	loss_path	left_gene_n	right_gene_n	loss_type	left_has	right_has	loss_confidence	major_loss_class	path_count_node_events	path_count_types	path_count_2_0	path_count_2_1	path_count_1_0
OG0000629_253	11	97.0	S14	ARD	ardaradu.V14167.gnm1.Aradu.A09g00591	ardaradu.V14167.gnm1.Aradu.A08g01173	S14(2)->S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	11	97.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.09g00611	arharahy.Tifrunner.gnm1.Arahy.08g01196	S14(2)->S13(2)->S12(2)->ARH(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	11	97.0	S14	ARI	LOC107618360	LOC107614361	S14(2)->S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	11	97.0	S14	GLY	GLY_0022230	GLY_0050150	S14(2)->S11(2)->S10(2)->GLY(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	11	97.0	S14	MED	MED_0037811	MED_0010686	S14(2)->S11(2)->MED(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	11	97.0	S14	PHA	PHA_0001104	PHA_0011071	S14(2)->S11(2)->S10(2)->PHA(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	ARD	ardaradu.V14167.gnm1.Aradu.A09g00668	ardaradu.V14167.gnm1.Aradu.A08g01173	S15(2)->S14(2)->S13(2)->ARD(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	ARH	arharahy.Tifrunner.gnm1.Arahy.09g00681	arharahy.Tifrunner.gnm1.Arahy.08g01196	S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)	2	4	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	ARI	LOC107619609	LOC107618360	S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	CEC	CEC_0030617	CEC_0031295	S15(2)->CEC(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	GLY	NA	GLY_0022230	S15(2)->S14(2)->S11(2)->S10(1)->GLY(1)	0	4	2-1	0	1	observable	loss_one_copy	S11|2-1	2-1	0	1	0
OG0000629_253	12	100.0	S15	MED	MED_0026924	MED_0010686	S15(2)->S14(2)->S11(2)->MED(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000629_253	12	100.0	S15	PHA	NA	PHA_0011071	S15(2)->S14(2)->S11(2)->S10(1)->PHA(1)	0	4	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000630_253	13	100.0	S13	ARD	ardaradu.V14167.gnm1.Aradu.A07g01339	ardaradu.V14167.gnm1.Aradu.A01g02915	S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	13	100.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.07g01299	arharahy.Tifrunner.gnm1.Arahy.01g02850	S13(2)->S12(2)->ARH(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	13	100.0	S13	ARI	LOC107609322	LOC107637622	S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	14	99.0	S14	ARD	ardaradu.V14167.gnm1.Aradu.A07g01339	ardaradu.V14167.gnm1.Aradu.A04g00360	S14(2)->S13(2)->ARD(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	14	99.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.07g01299	arharahy.Tifrunner.gnm1.Arahy.14g00514	S14(2)->S13(2)->S12(2)->ARH(2)	4	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	14	99.0	S14	ARI	LOC107637622	LOC107637528	S14(2)->S13(2)->S12(2)->ARI(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	14	99.0	S14	GLY	GLY_0025544	GLY_0054935	S14(2)->S11(2)->S10(2)->GLY(2)	3	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	14	99.0	S14	MED	MED_0022897	NA	S14(2)->S11(2)->MED(1)	4	0	2-1	1	0	observable	loss_one_copy	S11|2-1	2-1	0	1	0
OG0000630_253	14	99.0	S14	PHA	PHA_0006280	PHA_0029287	S14(2)->S11(2)->S10(2)->PHA(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	15	100.0	S13	ARD	ardaradu.V14167.gnm1.Aradu.A07g02642	ardaradu.V14167.gnm1.Aradu.A05g03675	S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	15	100.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.07g02419	arharahy.Tifrunner.gnm1.Arahy.05g03557	S13(2)->S12(2)->ARH(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000630_253	15	100.0	S13	ARI	LOC107634525	LOC107642231	S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	16	72.0	S14	ARD	ardaradu.V14167.gnm1.Aradu.A03g03319	ardaradu.V14167.gnm1.Aradu.A10g02107	S14(2)->S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	16	72.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.13g03512	arharahy.Tifrunner.gnm1.Arahy.10g01949	S14(2)->S13(2)->S12(2)->ARH(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	16	72.0	S14	ARI	LOC107630983	LOC107622775	S14(2)->S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	16	72.0	S14	GLY	GLY_0016873	NA	S14(2)->S11(1)->S10(1)->GLY(1)	1	0	2-1	1	0	observable	loss_one_copy	S14|2-1	2-1	0	1	0
OG0000631_253	16	72.0	S14	MED	MED_0041576	NA	S14(2)->S11(1)->MED(1)	5	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000631_253	16	72.0	S14	PHA	NA	NA	S14(2)->S11(1)->S10(1)->PHA(0)	0	0	2-0	0	0	observable	loss_two_copies	S10|1-0	1-0	0	0	1
OG0000631_253	17	97.0	S14	ARD	NA	ardaradu.V14167.gnm1.Aradu.A10g02107	S14(2)->S13(1)->ARD(1)	0	2	2-1	0	1	observable	loss_one_copy	S14|2-1	2-1	0	1	0
OG0000631_253	17	97.0	S14	ARH	NA	arharahy.Tifrunner.gnm1.Arahy.10g01949	S14(2)->S13(1)->S12(1)->ARH(1)	0	3	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000631_253	17	97.0	S14	ARI	NA	LOC107622775	S14(2)->S13(1)->S12(1)->ARI(1)	0	2	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000631_253	17	97.0	S14	GLY	GLY_0013683	GLY_0016873	S14(2)->S11(2)->S10(2)->GLY(2)	9	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	17	97.0	S14	MED	MED_0015548	MED_0041576	S14(2)->S11(2)->MED(2)	8	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	17	97.0	S14	PHA	PHA_0008461	NA	S14(2)->S11(2)->S10(2)->PHA(1)	1	0	2-1	1	0	observable	loss_one_copy	S10|2-1	2-1	0	1	0
OG0000631_253	18	90.0	S24	ACT	ACT_0014040	ACT_0010951	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->ACT(2)	2	9	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	AMB	AMB_0007482	AMB_0000091	S24(2)->AMB(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	AQU	AQU_0028746	AQU_0032195	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ARA	ARA_0002187	ARA_0015767	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ARD	ardaradu.V14167.gnm1.Aradu.A01g03406	ardaradu.V14167.gnm1.Aradu.A10g02107	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ARH	arharahy.Tifrunner.gnm1.Arahy.11g02150	arharahy.Tifrunner.gnm1.Arahy.10g01949	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)	2	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ARI	LOC107633879	LOC107622775	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ASP	ASP_0015584	ASP_0024804	S24(2)->S23(2)->S22(2)->S2(2)->ASP(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	BRA	NA	BRA_0049102	S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->BRA(1)	0	15	2-1	0	1	observable	loss_one_copy	S1|2-1	2-1	0	1	0
OG0000631_253	18	90.0	S24	CEC	CEC_0027615	CEC_0009246	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->CEC(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	CIN	CIN_0020578	CIN_0016464	S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->CIN(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	COF	COF_0006970	COF_0024630	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	CUC	CUC_0002436	CUC_0007200	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2)	1	8	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	GLY	GLY_0048612	GLY_0013683	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->GLY(2)	2	10	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	HEL	HEL_0040651	HEL_0042175	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->HEL(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	LIR	LIR_0042685	LIR_0013422	S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->LIR(2)	2	6	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	MED	MED_0006697	MED_0015548	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->MED(2)	1	13	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	MIM	MIM_0029708	MIM_0023767	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->MIM(2)	2	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	NYM	NYM_0008933	NYM_0029664	S24(2)->S23(2)->NYM(2)	5	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	ORY	ORY_0033363	ORY_0003186	S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->ORY(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	PHA	PHA_0029311	PHA_0008461	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	POP	POP_0019428	POP_0003024	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2)	2	9	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	PRU	PRU_0021059	PRU_0010739	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)	12	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	SOL	SOL_0028475	SOL_0011030	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)	9	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	18	90.0	S24	VIT	VIT_0020408	VIT_0028016	S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->VIT(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ACT	ACT_0023292	ACT_0010951	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->ACT(2)	4	11	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	AMB	AMB_0011145	AMB_0000091	S25(2)->S24(2)->AMB(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	AQU	AQU_0039911	AQU_0028746	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(2)	5	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ARA	ARA_0018284	ARA_0015767	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ARD	ardaradu.V14167.gnm1.Aradu.A10g02624	ardaradu.V14167.gnm1.Aradu.A10g02107	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ARH	arharahy.Tifrunner.gnm1.Arahy.10g02367	arharahy.Tifrunner.gnm1.Arahy.10g01949	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)	2	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ARI	LOC107622644	LOC107622775	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ASP	ASP_0004545	ASP_0015584	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->ASP(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	BRA	BRA_0006334	BRA_0049102	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->BRA(2)	9	15	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	CEC	CEC_0012368	CEC_0027615	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->CEC(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	CIN	CIN_0010569	CIN_0016464	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->CIN(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	COF	COF_0022637	COF_0024630	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	CUC	CUC_0016444	CUC_0007200	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2)	3	9	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	GIN	GIN_0025283	GIN_0016554	S25(2)->GIN(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	GLY	GLY_0012963	GLY_0013683	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->GLY(2)	2	12	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	HEL	HEL_0051457	HEL_0040651	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->HEL(2)	1	4	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	LIR	LIR_0022053	LIR_0013422	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->LIR(2)	4	8	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	MED	MED_0008831	MED_0015548	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->MED(2)	2	14	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	MIM	MIM_0010096	MIM_0023767	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->MIM(2)	1	7	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	NYM	NYM_0021587	NYM_0008933	S25(2)->S24(2)->S23(2)->NYM(2)	7	7	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	ORY	ORY_0017391	ORY_0003186	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->ORY(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	PHA	PHA_0006796	PHA_0008461	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	POP	POP_0039453	POP_0019428	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2)	8	11	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	PRU	PRU_0023739	PRU_0021059	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)	4	15	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	SOL	SOL_0024131	SOL_0028475	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)	1	11	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000631_253	19	90.0	S25	VIT	VIT_0005824	VIT_0020408	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->VIT(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	20	99.0	S3	CIN	CIN_0012908	CIN_0023138	S3(2)->CIN(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	20	99.0	S3	LIR	LIR_0012019	LIR_0014562	S3(2)->LIR(2)	6	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	21	99.0	S14	ARD	ardaradu.V14167.gnm1.Aradu.A02g00150	ardaradu.V14167.gnm1.Aradu.A04g02945	S14(2)->S13(2)->ARD(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	21	99.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.12g00173	arharahy.Tifrunner.gnm1.Arahy.14g02945	S14(2)->S13(2)->S12(2)->ARH(2)	2	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	21	99.0	S14	ARI	LOC107628103	LOC107635065	S14(2)->S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	21	99.0	S14	GLY	GLY_0023090	GLY_0066312	S14(2)->S11(2)->S10(2)->GLY(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	21	99.0	S14	MED	MED_0038362	NA	S14(2)->S11(2)->MED(1)	3	0	2-1	1	0	observable	loss_one_copy	S11|2-1	2-1	0	1	0
OG0000633_253	21	99.0	S14	PHA	PHA_0001065	PHA_0019435	S14(2)->S11(2)->S10(2)->PHA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000633_253	22	100.0	S19	ACT	ACT_0027371	ACT_0014331	S19(2)->S7(2)->ACT(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
