tre_name	gf_id	num_ingroup	num_outgroup	outgroup_genes	status
OG0000629_253_T20_2	OG0000629_253	2	0		skip_no_valid_outgroup
OG0000629_253_T21_2	OG0000629_253	2	0		skip_no_valid_outgroup
OG0000629_253_T22_2	OG0000629_253	2	0		skip_no_valid_outgroup
OG0000629_253_T23_2	OG0000629_253	2	0		skip_no_valid_outgroup
OG0000629_253_T24_2	OG0000629_253	2	0		skip_no_valid_outgroup
OG0000630_253_T6_6	OG0000630_253	6	4	AMB_0019217,CIN_0020976,NYM_0037543,VIT_0017063	ok
OG0000630_253_T7_6	OG0000630_253	6	2	COF_0005834,ardaradu.V14167.gnm1.Aradu.A09g02781	ok
OG0000630_253_T8_5	OG0000630_253	5	7	AMB_0021627,BRA_0034611,CEC_0011103,COF_0009911,CUC_0020761,HEL_0001398,ORY_0033786	ok
OG0000630_253_T10_4	OG0000630_253	4	4	AMB_0021627,CEC_0011103,CUC_0020761,HEL_0001398	ok
OG0000630_253_T11_3	OG0000630_253	3	0		skip_no_valid_outgroup
OG0000630_253_T12_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T14_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T15_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T16_2	OG0000630_253	2	2	COF_0005834,PRU_0001592	ok
OG0000630_253_T17_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T18_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T19_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T20_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T22_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000630_253_T23_2	OG0000630_253	2	0		skip_no_valid_outgroup
OG0000631_253_T6_3	OG0000631_253	3	3	LOC107630983,ardaradu.V14167.gnm1.Aradu.A03g03319,arharahy.Tifrunner.gnm1.Arahy.13g03512	ok
OG0000631_253_T8_2	OG0000631_253	2	0		skip_no_valid_outgroup
OG0000631_253_T9_2	OG0000631_253	2	5	ARA_0018284,CEC_0012368,LOC107622644,PHA_0006796,ardaradu.V14167.gnm1.Aradu.A10g02624	ok
OG0000631_253_T11_2	OG0000631_253	2	0		skip_no_valid_outgroup
OG0000631_253_T12_2	OG0000631_253	2	0		skip_no_valid_outgroup
OG0000633_253_T5_7	OG0000633_253	7	2	HEL_0014416,MIM_0011617	ok
OG0000633_253_T6_5	OG0000633_253	5	7	ARA_0022309,CEC_0012665,GLY_0061079,LOC107609299,MED_0022167,PHA_0004364,ardaradu.V14167.gnm1.Aradu.A07g01009	ok
OG0000633_253_T8_4	OG0000633_253	4	0		skip_no_valid_outgroup
OG0000633_253_T9_4	OG0000633_253	4	0		skip_no_valid_outgroup
OG0000633_253_T11_2	OG0000633_253	2	2	AMB_0016294,ORY_0007715	ok
OG0000633_253_T12_2	OG0000633_253	2	0		skip_no_valid_outgroup
OG0000633_253_T13_2	OG0000633_253	2	0		skip_no_valid_outgroup
OG0000633_253_T14_2	OG0000633_253	2	1	ardaradu.V14167.gnm1.Aradu.A04g02967	ok
OG0000633_253_T16_2	OG0000633_253	2	0		skip_no_valid_outgroup
OG0000633_253_T17_2	OG0000633_253	2	0		skip_no_valid_outgroup
OG0000637_252_T4_9	OG0000637_252	9	1	COF_0014531	ok
OG0000637_252_T5_5	OG0000637_252	5	2	AMB_0010342,MAR_0013706	ok
OG0000637_252_T6_4	OG0000637_252	4	10	CEC_0024265,COF_0002945,HEL_0049041,LOC107606131,MIM_0005583,PHA_0009271,PRU_0043431,SOL_0011652,VIT_0010756,ardaradu.V14167.gnm1.Aradu.A08g00765	ok
OG0000637_252_T7_4	OG0000637_252	4	5	CEC_0009599,COF_0010675,MED_0032573,PHA_0016566,VIT_0031045	ok
OG0000637_252_T9_3	OG0000637_252	3	0		skip_no_valid_outgroup
OG0000637_252_T10_2	OG0000637_252	2	0		skip_no_valid_outgroup
OG0000637_252_T11_2	OG0000637_252	2	0		skip_no_valid_outgroup
OG0000637_252_T13_2	OG0000637_252	2	0		skip_no_valid_outgroup
OG0000637_252_T14_2	OG0000637_252	2	0		skip_no_valid_outgroup
OG0000637_252_T15_2	OG0000637_252	2	1	MED_0007457	ok
OG0000648_249_T3_13	OG0000648_249	13	1	ardaradu.V14167.gnm1.Aradu.A09g00370	ok
OG0000648_249_T5_6	OG0000648_249	6	3	CEC_0011533,LOC107638965,VIT_0030763	ok
OG0000648_249_T6_6	OG0000648_249	6	2	ARA_0009666,CUC_0009699	ok
OG0000648_249_T7_5	OG0000648_249	5	0		skip_no_valid_outgroup
OG0000648_249_T8_2	OG0000648_249	2	1	MAR_0007008	ok
OG0000648_249_T9_2	OG0000648_249	2	0		skip_no_valid_outgroup
OG0000648_249_T10_2	OG0000648_249	2	0		skip_no_valid_outgroup
OG0000648_249_T11_2	OG0000648_249	2	0		skip_no_valid_outgroup
OG0000648_249_T13_2	OG0000648_249	2	1	LOC107638965	ok
OG0000648_249_T14_2	OG0000648_249	2	0		skip_no_valid_outgroup
OG0000648_249_T16_2	OG0000648_249	2	0		skip_no_valid_outgroup
OG0000651_249_T8_3	OG0000651_249	3	0		skip_no_valid_outgroup
OG0000651_249_T9_3	OG0000651_249	3	0		skip_no_valid_outgroup
OG0000651_249_T11_2	OG0000651_249	2	0		skip_no_valid_outgroup
OG0000651_249_T12_2	OG0000651_249	2	0		skip_no_valid_outgroup
OG0000651_249_T13_2	OG0000651_249	2	0		skip_no_valid_outgroup
OG0000651_249_T14_2	OG0000651_249	2	0		skip_no_valid_outgroup
OG0000651_249_T15_2	OG0000651_249	2	3	LOC107648004,MED_0036808,ardaradu.V14167.gnm1.Aradu.A06g00411	ok
OG0000651_249_T17_2	OG0000651_249	2	3	LOC107638536,ardaradu.V14167.gnm1.Aradu.A04g00313,arharahy.Tifrunner.gnm1.Arahy.04g00342	ok
OG0000651_249_T18_2	OG0000651_249	2	0		skip_no_valid_outgroup
OG0000652_249_T6_5	OG0000652_249	5	0		skip_no_valid_outgroup
OG0000652_249_T7_4	OG0000652_249	4	6	CEC_0005442,CUC_0006747,LOC107626160,MED_0004405,PRU_0006945,ardaradu.V14167.gnm1.Aradu.A02g02839	ok
OG0000652_249_T8_3	OG0000652_249	3	0		skip_no_valid_outgroup
OG0000652_249_T9_3	OG0000652_249	3	0		skip_no_valid_outgroup
OG0000652_249_T10_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T11_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T12_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T13_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T17_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T19_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000652_249_T20_2	OG0000652_249	2	0		skip_no_valid_outgroup
OG0000657_248_T5_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T7_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T9_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T10_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T11_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T12_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000657_248_T13_2	OG0000657_248	2	0		skip_no_valid_outgroup
OG0000658_248_T6_8	OG0000658_248	8	2	CEC_0031389,POP_0022705	ok
OG0000658_248_T8_6	OG0000658_248	6	2	COF_0015254,MIM_0021628	ok
OG0000658_248_T9_3	OG0000658_248	3	9	ARA_0022077,CEC_0024626,COF_0005675,GLY_0013868,LOC107623443,PHA_0006652,SOL_0023382,ardaradu.V14167.gnm1.Aradu.A10g01839,arharahy.Tifrunner.gnm1.Arahy.10g01738	ok
OG0000658_248_T11_2	OG0000658_248	2	1	MAR_0017167	ok
OG0000658_248_T12_2	OG0000658_248	2	1	MAR_0017167	ok
OG0000658_248_T13_2	OG0000658_248	2	1	MAR_0017167	ok
OG0000658_248_T14_2	OG0000658_248	2	1	MAR_0017167	ok
OG0000658_248_T15_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T16_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T17_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T18_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T19_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T20_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T21_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T22_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T23_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000658_248_T24_2	OG0000658_248	2	0		skip_no_valid_outgroup
OG0000665_247_T5_14	OG0000665_247	14	4	BRA_0029360,CIN_0003305,NYM_0006960,ORY_0008346	ok
OG0000665_247_T7_4	OG0000665_247	4	0		skip_no_valid_outgroup
OG0000665_247_T10_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T11_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T13_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T14_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T15_2	OG0000665_247	2	1	LOC107615793	ok
OG0000665_247_T16_2	OG0000665_247	2	1	ardaradu.V14167.gnm1.Aradu.A10g02401	ok
OG0000665_247_T17_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T18_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T19_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T20_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T21_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T22_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000665_247_T23_2	OG0000665_247	2	0		skip_no_valid_outgroup
OG0000667_246_T1_12	OG0000667_246	12	0		skip_no_valid_outgroup
OG0000667_246_T6_9	OG0000667_246	9	2	AMB_0011793,GIN_0010416	ok
OG0000667_246_T8_8	OG0000667_246	8	0		skip_no_valid_outgroup
OG0000667_246_T9_4	OG0000667_246	4	7	AQU_0035769,CEC_0023435,COF_0002585,MED_0015951,PRU_0039067,SOL_0010370,VIT_0011474	ok
OG0000667_246_T10_4	OG0000667_246	4	4	AQU_0035769,MED_0015951,PRU_0039067,SOL_0010370	ok
OG0000667_246_T12_3	OG0000667_246	3	1	ORY_0006015	ok
OG0000667_246_T13_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T14_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T15_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T16_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T17_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T18_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T19_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T20_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000667_246_T21_2	OG0000667_246	2	0		skip_no_valid_outgroup
OG0000669_246_T1_14	OG0000669_246	14	0		skip_no_valid_outgroup
OG0000669_246_T6_4	OG0000669_246	4	0		skip_no_valid_outgroup
OG0000669_246_T16_2	OG0000669_246	2	0		skip_no_valid_outgroup
OG0001259_162_T1_29	OG0001259_162	29	0		skip_no_valid_outgroup
OG0001259_162_T2_12	OG0001259_162	12	0		skip_no_valid_outgroup
OG0001259_162_T3_5	OG0001259_162	5	0		skip_no_valid_outgroup
OG0001259_162_T5_3	OG0001259_162	3	0		skip_no_valid_outgroup
OG0001259_162_T6_2	OG0001259_162	2	0		skip_no_valid_outgroup
OG0001259_162_T8_2	OG0001259_162	2	0		skip_no_valid_outgroup
OG0001259_162_T9_2	OG0001259_162	2	0		skip_no_valid_outgroup
OG0001260_162_T1_29	OG0001260_162	29	0		skip_no_valid_outgroup
OG0001260_162_T2_20	OG0001260_162	20	4	ARA_0023244,HEL_0001990,MAR_0012545,MIM_0016335	ok
OG0001260_162_T5_2	OG0001260_162	2	0		skip_no_valid_outgroup
OG0001266_162_T1_26	OG0001266_162	26	0		skip_no_valid_outgroup
OG0001266_162_T2_22	OG0001266_162	22	0		skip_no_valid_outgroup
OG0001266_162_T3_6	OG0001266_162	6	0		skip_no_valid_outgroup
OG0001266_162_T4_5	OG0001266_162	5	0		skip_no_valid_outgroup
OG0001266_162_T7_2	OG0001266_162	2	0		skip_no_valid_outgroup
OG0001266_162_T8_2	OG0001266_162	2	1	ardaradu.V14167.gnm1.Aradu.A10g00024	ok
OG0001266_162_T9_2	OG0001266_162	2	0		skip_no_valid_outgroup
OG0001266_162_T11_2	OG0001266_162	2	0		skip_no_valid_outgroup
OG0001266_162_T14_2	OG0001266_162	2	0		skip_no_valid_outgroup
OG0001267_162_T3_6	OG0001267_162	6	1	ardaradu.V14167.gnm1.Aradu.A02g00372	ok
OG0001267_162_T7_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001267_162_T8_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001267_162_T9_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001267_162_T10_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001267_162_T11_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001267_162_T12_2	OG0001267_162	2	0		skip_no_valid_outgroup
OG0001270_161_T5_2	OG0001270_161	2	1	LOC107609950	ok
OG0001270_161_T6_2	OG0001270_161	2	0		skip_no_valid_outgroup
OG0001270_161_T7_2	OG0001270_161	2	0		skip_no_valid_outgroup
OG0001272_161_T3_13	OG0001272_161	13	1	ardaradu.V14167.gnm1.Aradu.A06g03665	ok
OG0001272_161_T4_3	OG0001272_161	3	2	LOC107642841,ardaradu.V14167.gnm1.Aradu.A05g00807	ok
OG0001272_161_T5_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T7_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T8_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T9_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T10_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T11_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T12_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001272_161_T13_2	OG0001272_161	2	0		skip_no_valid_outgroup
OG0001277_161_T2_16	OG0001277_161	16	0		skip_no_valid_outgroup
OG0001277_161_T3_5	OG0001277_161	5	0		skip_no_valid_outgroup
OG0001277_161_T4_5	OG0001277_161	5	0		skip_no_valid_outgroup
OG0001277_161_T7_2	OG0001277_161	2	0		skip_no_valid_outgroup
OG0001277_161_T8_2	OG0001277_161	2	0		skip_no_valid_outgroup
OG0001278_161_T1_27	OG0001278_161	27	0		skip_no_valid_outgroup
OG0001278_161_T2_24	OG0001278_161	24	0		skip_no_valid_outgroup
OG0001278_161_T3_5	OG0001278_161	5	3	LOC107632142,ardaradu.V14167.gnm1.Aradu.A03g04903,arharahy.Tifrunner.gnm1.Arahy.13g05073	ok
OG0001278_161_T6_2	OG0001278_161	2	0		skip_no_valid_outgroup
OG0001280_161_T3_6	OG0001280_161	6	3	ASP_0025659,CER_0057318,LIR_0004515	ok
OG0001280_161_T5_3	OG0001280_161	3	2	CER_0057318,LIR_0004515	ok
OG0001280_161_T6_3	OG0001280_161	3	0		skip_no_valid_outgroup
OG0001280_161_T9_2	OG0001280_161	2	1	LOC107638629	ok
OG0001280_161_T10_2	OG0001280_161	2	2	CER_0057318,LIR_0004515	ok
OG0001280_161_T11_2	OG0001280_161	2	0		skip_no_valid_outgroup
OG0001280_161_T13_2	OG0001280_161	2	1	LOC107638629	ok
OG0001284_160_T1_28	OG0001284_160	28	0		skip_no_valid_outgroup
OG0001284_160_T2_16	OG0001284_160	16	0		skip_no_valid_outgroup
OG0001284_160_T4_2	OG0001284_160	2	1	CUC_0025136	ok
OG0001284_160_T8_2	OG0001284_160	2	1	MED_0017131	ok
OG0001285_160_T2_11	OG0001285_160	11	4	ARA_0000532,ASP_0005349,LIR_0030793,ardaradu.V14167.gnm1.Aradu.A03g04252	ok
OG0001285_160_T4_10	OG0001285_160	10	2	AMB_0016578,ASP_0005349	ok
OG0001285_160_T10_2	OG0001285_160	2	0		skip_no_valid_outgroup
OG0001285_160_T14_2	OG0001285_160	2	0		skip_no_valid_outgroup
OG0001285_160_T15_2	OG0001285_160	2	0		skip_no_valid_outgroup
OG0001285_160_T16_2	OG0001285_160	2	0		skip_no_valid_outgroup
OG0001285_160_T17_2	OG0001285_160	2	0		skip_no_valid_outgroup
OG0001285_160_T18_2	OG0001285_160	2	13	AMB_0016578,ARA_0000532,ASP_0005349,CEC_0016482,COF_0018067,CUC_0002012,LIR_0030793,LOC107631822,MED_0025118,MIM_0032026,PHA_0035248,PRU_0030166,ardaradu.V14167.gnm1.Aradu.A03g04252	ok
OG0001289_160_T5_2	OG0001289_160	2	0		skip_no_valid_outgroup
OG0001289_160_T6_2	OG0001289_160	2	0		skip_no_valid_outgroup
OG0001289_160_T7_2	OG0001289_160	2	0		skip_no_valid_outgroup
OG0001289_160_T8_2	OG0001289_160	2	0		skip_no_valid_outgroup
OG0001289_160_T9_2	OG0001289_160	2	0		skip_no_valid_outgroup
OG0001294_159_T4_5	OG0001294_159	5	3	ARA_0000998,CEC_0016113,ardaradu.V14167.gnm1.Aradu.A05g00042	ok
OG0001294_159_T5_2	OG0001294_159	2	0		skip_no_valid_outgroup
OG0001294_159_T6_2	OG0001294_159	2	1	ardaradu.V14167.gnm1.Aradu.A05g00042	ok
OG0001294_159_T7_2	OG0001294_159	2	0		skip_no_valid_outgroup
OG0001297_159_T1_28	OG0001297_159	28	0		skip_no_valid_outgroup
OG0001297_159_T3_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T4_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T6_2	OG0001297_159	2	1	LOC107613081	ok
OG0001297_159_T7_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T8_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T9_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T10_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T11_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T12_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T13_2	OG0001297_159	2	1	ardaradu.V14167.gnm1.Aradu.A08g02273	ok
OG0001297_159_T14_2	OG0001297_159	2	1	LOC107613595	ok
OG0001297_159_T15_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T16_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T17_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T18_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T19_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T20_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T21_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T22_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T23_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T24_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001297_159_T25_2	OG0001297_159	2	0		skip_no_valid_outgroup
OG0001299_159_T1_24	OG0001299_159	24	0		skip_no_valid_outgroup
OG0001299_159_T2_22	OG0001299_159	22	1	ardaradu.V14167.gnm1.Aradu.A06g00392	ok
OG0001299_159_T4_3	OG0001299_159	3	10	ACT_0014159,ARA_0011686,CEC_0004976,LOC107645851,MED_0036827,MIM_0018994,PHA_0030433,SOL_0026175,VIT_0001250,ardaradu.V14167.gnm1.Aradu.A06g00392	ok
OG0001307_159_T3_13	OG0001307_159	13	0		skip_no_valid_outgroup
OG0001307_159_T4_12	OG0001307_159	12	1	ACT_0030304	ok
OG0001307_159_T6_4	OG0001307_159	4	1	MED_0006020	ok
OG0001307_159_T7_2	OG0001307_159	2	0		skip_no_valid_outgroup
OG0001307_159_T8_2	OG0001307_159	2	0		skip_no_valid_outgroup
OG0001307_159_T9_2	OG0001307_159	2	0		skip_no_valid_outgroup
OG0001309_158_T1_27	OG0001309_158	27	1	CHL_0006950	ok
OG0001309_158_T2_23	OG0001309_158	23	0		skip_no_valid_outgroup
OG0001309_158_T3_5	OG0001309_158	5	0		skip_no_valid_outgroup
OG0001309_158_T5_3	OG0001309_158	3	0		skip_no_valid_outgroup
OG0001309_158_T6_2	OG0001309_158	2	0		skip_no_valid_outgroup
OG0001309_158_T7_2	OG0001309_158	2	0		skip_no_valid_outgroup
OG0001309_158_T8_2	OG0001309_158	2	0		skip_no_valid_outgroup
OG0001309_158_T9_2	OG0001309_158	2	1	ardaradu.V14167.gnm1.Aradu.A03g01703	ok
OG0001311_158_T3_10	OG0001311_158	10	0		skip_no_valid_outgroup
OG0001311_158_T4_5	OG0001311_158	5	0		skip_no_valid_outgroup
OG0001311_158_T5_2	OG0001311_158	2	2	ASP_0006111,MAR_0011608	ok
OG0001311_158_T6_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T7_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T8_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T9_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T10_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T11_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T12_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T13_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T14_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001311_158_T15_2	OG0001311_158	2	0		skip_no_valid_outgroup
OG0001312_158_T2_22	OG0001312_158	22	1	ardaradu.V14167.gnm1.Aradu.A01g00300	ok
OG0001312_158_T3_4	OG0001312_158	4	1	ardaradu.V14167.gnm1.Aradu.A08g02824	ok
OG0001312_158_T4_2	OG0001312_158	2	0		skip_no_valid_outgroup
OG0001312_158_T5_2	OG0001312_158	2	0		skip_no_valid_outgroup
OG0001317_157_T4_4	OG0001317_157	4	12	ARA_0016709,CEC_0021627,COF_0008342,GLY_0027956,LOC107605260,MED_0011133,MIM_0004010,PHA_0011621,POP_0029042,VIT_0019794,ardaradu.V14167.gnm1.Aradu.A06g02984,arharahy.Tifrunner.gnm1.Arahy.06g02848	ok
OG0001317_157_T6_2	OG0001317_157	2	1	ardaradu.V14167.gnm1.Aradu.A06g02768	ok
OG0001317_157_T7_2	OG0001317_157	2	0		skip_no_valid_outgroup
OG0001318_157_T4_5	OG0001318_157	5	4	ARA_0026439,CEC_0012979,LOC107617814,PRU_0036743	ok
OG0001318_157_T5_5	OG0001318_157	5	10	ACT_0037725,ARA_0006546,CEC_0004986,COF_0008831,HEL_0025258,LOC107646482,MED_0036820,MIM_0030196,PRU_0013280,ardaradu.V14167.gnm1.Aradu.A06g00400	ok
OG0001318_157_T6_2	OG0001318_157	2	0		skip_no_valid_outgroup
OG0001318_157_T8_2	OG0001318_157	2	1	ASP_0019892	ok
OG0001318_157_T9_2	OG0001318_157	2	0		skip_no_valid_outgroup
OG0001318_157_T12_2	OG0001318_157	2	1	LOC107617814	ok
OG0001318_157_T13_2	OG0001318_157	2	1	LOC107617814	ok
OG0001318_157_T14_2	OG0001318_157	2	0		skip_no_valid_outgroup
OG0001318_157_T15_2	OG0001318_157	2	0		skip_no_valid_outgroup
OG0001319_157_T1_29	OG0001319_157	29	0		skip_no_valid_outgroup
OG0001319_157_T3_5	OG0001319_157	5	0		skip_no_valid_outgroup
OG0001319_157_T4_2	OG0001319_157	2	0		skip_no_valid_outgroup
OG0001319_157_T5_2	OG0001319_157	2	0		skip_no_valid_outgroup
OG0001319_157_T6_2	OG0001319_157	2	0		skip_no_valid_outgroup
OG0002437_101_T1_29	OG0002437_101	29	0		skip_no_valid_outgroup
OG0002437_101_T2_26	OG0002437_101	26	1	CUC_0008956	ok
OG0002437_101_T3_2	OG0002437_101	2	1	ardaradu.V14167.gnm1.Aradu.A06g00556	ok
OG0002437_101_T4_2	OG0002437_101	2	0		skip_no_valid_outgroup
OG0002437_101_T5_2	OG0002437_101	2	0		skip_no_valid_outgroup
OG0002437_101_T6_2	OG0002437_101	2	0		skip_no_valid_outgroup
OG0002447_101_T3_6	OG0002447_101	6	0		skip_no_valid_outgroup
OG0002447_101_T5_2	OG0002447_101	2	1	LOC107619869	ok
OG0002447_101_T6_2	OG0002447_101	2	0		skip_no_valid_outgroup
OG0002462_100_T1_24	OG0002462_100	24	0		skip_no_valid_outgroup
OG0002462_100_T2_23	OG0002462_100	23	0		skip_no_valid_outgroup
OG0002462_100_T4_5	OG0002462_100	5	1	ardaradu.V14167.gnm1.Aradu.A04g01247	ok
OG0002464_100_T1_27	OG0002464_100	27	0		skip_no_valid_outgroup
