tre_name	single_copy_tree
OG0002471_100_T1_29	((MAR_0004664:1.0014e-06,(((((((((((COF_0004115:0.208956,SOL_0026517:0.259522)84:0.0492982,MIM_0001887:0.0156006)98:0.0414691,HEL_0033280:0.0968945)100:0.0621126,ACT_0013401:0.0154377)99:0.0387587,VIT_0003999:0.189091)84:0.0158744,((ARA_0017126:0.43245,POP_0037533:0.0645572)97:0.0470569,((CEC_0013494:0.166615,(((PHA_0001188:0.0779751,GLY_0007630:0.000707088)100:0.0482382,MED_0038605:0.191079)88:0.0266645,(arharahy.Tifrunner.gnm1.Arahy.02g02555:1.0014e-06,ardaradu.V14167.gnm1.Aradu.A02g02676:0.0199977)97:0.00477174)100:0.0518312)100:0.121227,(CUC_0023404:0.317378,PRU_0040338:0.173934)96:0.0290776)98:0.0274298)97:0.0171893)100:0.0622442,((((ORY_0001266:0.0753146,BRA_0052009:0.00124478)100:0.250739,NYM_0033425:0.296892)100:0.106522,ASP_0010975:0.112007)100:0.0805489,(LIR_0030062:0.13151,CIN_0005218:0.110637)99:0.0448851)100:0.0583443)98:0.057215,AQU_0040823:2.5773e-06)100:0.115019,AMB_0015185:0.232157)100:0.241491,GIN_0007647:0.240671)100:0.408056,CER_0030787:0.000540346)46:0.0468537)99:1.06777,(CHL_0006169:0.459668,DUN_0004086:0.476801)75:0.385417);
OG0004434_65_T1_29	((CHL_0018315:0.944815,DUN_0008915:1.38936)90:0.260935,(((((((AMB_0016167:0.193739,NYM_0032985:1.0086e-06)67:0.0247553,((CER_0026622:0.332833,MAR_0012594:0.532264)69:0.179843,GIN_0018790:0.288406)41:0.0716025)40:0.0397225,((ASP_0003658:0.15813,(ORY_0024759:0.0650388,BRA_0046191:2.5988e-06)100:0.184577)100:0.0937248,(CIN_0013614:2.4707e-06,LIR_0005660:1.0086e-06)85:0.0182717)65:0.0122577)40:0.0440473,AQU_0017577:0.247261)43:0.0367308,((((ARA_0011529:0.0851509,POP_0024611:0.0396112)83:0.0276747,(CUC_0001785:0.169299,PRU_0023077:1.0086e-06)66:0.00600363)88:0.0200016,(CEC_0017171:0.0861977,(((PHA_0003734:0.0404653,GLY_0014967:0.0177252)100:0.0408317,MED_0022048:0.145199)95:0.0158829,(ardaradu.V14167.gnm1.Aradu.A01g02308:0.0107687,arharahy.Tifrunner.gnm1.Arahy.01g02175:0.0794047)99:0.00766888)100:0.0262005)100:0.0569658)94:0.0203761,VIT_0014772:0.127944)66:0.0081443)39:0.013795,(((COF_0020560:0.136231,SOL_0019544:0.0958506)99:0.0278773,MIM_0000269:0.133139)91:0.0284041,HEL_0033570:0.242722)100:0.0336272)43:0.0617731,ACT_0028813:0.270103)36:0.0209358);
OG0004478_64_T1_30	((CHL_0005284:0.28182,DUN_0013445:0.619682)100:0.187512,(MAR_0000861:0.455033,((GIN_0001202:0.164353,((AMB_0019938:0.204264,NYM_0004980:0.280592)64:0.00872629,((((CIN_0010443:0.121362,LIR_0036788:1.002e-06)98:0.0519417,AQU_0013779:0)49:0.0243484,(ASP_0017530:0.103893,(BRA_0021224:1.002e-06,ORY_0030945:0.0131832)100:0.204486)91:0.0732098)27:0.03613,(((((ARA_0023294:0.315771,POP_0005631:1.002e-06)78:0.0380129,((CEC_0006613:0.0806329,(((PHA_0028329:0.0487823,GLY_0008886:0.0310086)99:0.0298496,MED_0035157:0.0910581)90:0.0191041,((LOC107622226:0.110839,arharahy.Tifrunner.gnm1.Arahy.10g03133:0.00318819)99:0.016996,ardaradu.V14167.gnm1.Aradu.A10g03321:0.00432161)98:0.00437518)86:0.030533)99:0.0614583,CUC_0025759:0)89:0.016838)41:0.00622524,PRU_0029905:0)64:0.0206116,VIT_0003000:0.0612553)73:0.029787,((((HEL_0041859:0.183547,SOL_0032957:0.144196)99:0.0623264,MIM_0009566:1.002e-06)92:0.0259158,COF_0008621:0.0057438)87:0.0200031,ACT_0005318:0.00575089)95:0.0275523)87:0.0427342)37:0.0657445)98:0.233085)69:0.13715,CER_0009953:0)100:0.252358)100:0.187512);
OG0008159_39_T1_29	((((GIN_0015162:0.184269,((ASP_0002810:0.261317,(BRA_0054799:0.108873,ORY_0021953:0.064764)99:0.215472)96:0.0636136,((CIN_0016645:0.116048,LIR_0025231:1.1604e-06)98:0.0464442,((AMB_0010555:0.167401,NYM_0037246:0.227976)87:0.0373275,(AQU_0023687:0.252277,(VIT_0022930:0.117404,((((ARA_0020191:0.296194,CUC_0025584:0.168673)66:0.0274661,POP_0019315:0.0349221)76:0.0220272,((CEC_0025124:0.0884508,(((PHA_0030805:0.0558086,GLY_0030467:0.0089481)99:0.0243903,((LOC107613743:0.129842,arharahy.Tifrunner.gnm1.Arahy.11g00558:0.000312532)100:0.00736239,ardaradu.V14167.gnm1.Aradu.A01g00353:0.00687097)100:0.0948765)94:0.0109112,MED_0013174:1.1604e-06)100:0.0398442)100:0.0604856,PRU_0013704:0.1052)87:0.0281555)86:0.0186012,((((COF_0014511:0.132221,SOL_0018542:0.183427)90:0.00686211,MIM_0028951:0.201653)88:0.0267001,HEL_0018267:0.133039)96:0.0229674,ACT_0013496:0.0948991)82:0.01888)67:0.0198489)95:0.0361809)94:0.0731363)66:0.0146488)79:0.0221348)87:0.137985)85:0.245715,MAR_0003611:2.362e-06)65:0.204582,CER_0024248:1.1604e-06)80:0.897536,DUN_0012891:2.81635);
OG0004492_64_T1_30	((CHL_0014288:1.2514,DUN_0013776:1.03836)100:0.82325,(((GIN_0020486:0.296003,(AMB_0016339:0.27343,(NYM_0016113:0.382693,((ASP_0021892:0.216274,(BRA_0004656:0.127345,ORY_0035739:0.120829)100:0.308324)100:0.0873144,((CIN_0023295:0.161328,LIR_0013301:1.0015e-06)100:0.0519747,(((((ARA_0002885:0.331061,POP_0017776:0)85:0.0319097,((CEC_0023159:0.0595278,(((GLY_0053475:0,PHA_0025668:1.0015e-06)100:0.0357833,MED_0026941:0.0946957)100:0.0194074,((LOC107605659:1.0015e-06,arharahy.Tifrunner.gnm1.Arahy.06g03291:0.000432519)99:0.00490392,ardaradu.V14167.gnm1.Aradu.A06g03564:0.00851909)100:0.164063)100:0.0709649)100:0.101732,(CUC_0021204:1.0015e-06,PRU_0041113:0)87:0.014373)100:0.0296311)88:0.0270995,VIT_0010118:0.105728)81:0.0119592,(ACT_0001182:0.134995,(((COF_0002261:0.182649,SOL_0011729:0.218055)90:0.0244606,MIM_0005316:0)93:0.0448722,HEL_0040739:0.30997)81:0.0268141)99:0.0360983)100:0.0976683,AQU_0032971:0)100:0.0513069)58:0.0116037)100:0.0657661)84:0.0332837)100:0.196431)99:0.175596,CER_0058588:1.0015e-06)100:0.312938,MAR_0016854:0)100:0.82325);
OG0002498_99_T1_29	((CHL_0005276:0.796802,DUN_0008176:0.658345)100:0.286756,(((AMB_0016014:0.183333,((CER_0071462:1.0214e-06,MAR_0010109:2.5681e-06)100:0.170097,GIN_0023528:0.176262)100:0.153341)90:0.0279015,NYM_0023786:0.00227438)91:0.0248398,(((((((CUC_0020372:0.156757,ARA_0003504:0.0758195)58:0.023168,((CEC_0030853:0.057432,(((GLY_0066140:1.0214e-06,PHA_0019006:1.0214e-06)100:0.0219641,MED_0034335:1.0214e-06)100:0.0102288,(LOC107639785:1.0214e-06,arharahy.Tifrunner.gnm1.Arahy.14g02642:0.00859443)56:1.0215e-06)100:0.0164841)100:0.0751005,POP_0017626:1.0214e-06)49:0.00752257)44:0.00474883,PRU_0002156:1.0214e-06)100:0.0246751,(VIT_0011608:0.1029,(((COF_0009246:0.130296,(SOL_0024684:0.164527,MIM_0012895:1.0214e-06)93:0.0146549)96:0.0151393,HEL_0010907:0.123898)100:0.0125942,ACT_0010095:0.0122734)100:0.0257664)78:0.0053704)100:0.0543465,AQU_0019931:1.0214e-06)87:0.0374993,(CIN_0000808:0.118362,LIR_0005235:0)85:0.00782255)53:0.00986957,(ASP_0009171:7.94635e-05,(ORY_0022857:0.10886,BRA_0053801:0.000185216)100:0.0949823)85:0.0228253)48:0.0281418)100:2.34406);
OG0004474_64_T1_29	(((ORY_0020943:0.0817627,BRA_0015492:0.000340541)85:0.177293,(ASP_0012042:0.190125,((((AMB_0002675:0.201344,((MAR_0007976:0.411679,CER_0064362:1.0939e-06)97:0.176912,GIN_0025370:0.222362)85:0.123817)72:0.0231965,NYM_0035519:0.273218)85:0.0582631,(CIN_0022660:0.144389,LIR_0028876:1.0939e-06)100:0.0219517)45:0.0223336,(((((ARA_0000488:0.264941,PRU_0025010:1.0939e-06)74:0.0251617,(POP_0032893:0.142132,CUC_0000870:1.0939e-06)92:0.0249627)73:0.0134168,(CEC_0016303:0.0607649,(((PHA_0005627:0.0483653,GLY_0058104:0.0280947)100:0.0259695,MED_0040196:0.104749)94:0.00530448,(LOC107623358:1.0939e-06,arharahy.Tifrunner.gnm1.Arahy.20g00041:1.0939e-06)100:0.00226677)100:0.0267177)100:0.102359)81:0.0210255,(VIT_0014401:0.116686,(ACT_0010006:0.103826,(((SOL_0020208:0.165872,MIM_0018876:2.5182e-06)98:0.0395497,COF_0012393:0.0675384)100:0.0479727,HEL_0032672:0.0669938)97:0.0218751)100:0.0312884)82:0.0120144)100:0.0601806,AQU_0034843:0.000292764)100:0.0553187)78:0.0891842)84:0.20011)100:0.760835,(CHL_0003149:0.322154,DUN_0012122:0.826449)100:0.246651);
OG0001277_161_T1_29	((CHL_0015165:0.229149,DUN_0007161:0.196342)100:0.437563,((CER_0002442:0,(GIN_0013963:0.106546,(AMB_0010237:0.158378,((((CIN_0020388:0.0690804,LIR_0010911:0)99:0.0218461,(AQU_0018367:1.0891e-06,((((ARA_0012286:0.18811,POP_0023427:1.0891e-06)90:0.0164545,(((CEC_0031371:0.0431651,(((GLY_0022281:1.0891e-06,PHA_0001684:1.0891e-06)100:0.018105,MED_0037742:1.0891e-06)85:0.00889055,(LOC107617942:0.0276957,arharahy.Tifrunner.gnm1.Arahy.19g00608:0.000190251)100:0.00124041)100:0.0147661)100:0.0519315,CUC_0027748:1.0891e-06)89:0.0103932,PRU_0036431:1.0891e-06)88:0.0105936)100:0.0152145,VIT_0029594:0.0964534)98:0.011906,((((COF_0011449:0.0856087,SOL_0022882:0.111577)96:0.00692392,MIM_0008452:0.0973881)100:0.020648,HEL_0000420:0.0456809)100:0.0217275,ACT_0005461:0.0269355)100:0.0320579)100:0.0327165)100:0.0331203)95:0.0145632,(ASP_0001476:0.0491664,(ORY_0029943:0.0728235,BRA_0016482:1.0891e-06)100:0.0557133)91:0.0255534)100:0.0303472,NYM_0009246:1.0891e-06)94:0.0178241)100:0.0465515)99:0.054723)99:0.130075,MAR_0008334:1.0891e-06)100:0.437563);
OG0004485_64_T1_29	((((GIN_0024552:0.189662,(AMB_0008256:0.176551,(NYM_0026925:0.217091,((ASP_0025294:0.14891,(ORY_0009496:0.0555462,BRA_0006082:1.0599e-06)100:0.166587)100:0.0645299,((((((ARA_0012277:0.16726,POP_0019211:1.0599e-06)69:0.0160144,((CEC_0022201:0.0719107,((PHA_0011556:0.0712961,GLY_0045072:1.0599e-06)100:0.0315447,(MED_0009690:0.118643,(arharahy.Tifrunner.gnm1.Arahy.18g01127:1.0599e-06,LOC107614469:2.1879e-06)99:0.00485554)86:0.00767585)100:0.0265427)100:0.073919,CUC_0004256:0.188839)69:0.00965783)71:0.0085,PRU_0021237:0.108027)100:0.0256888,(VIT_0023269:0.123334,(((COF_0014300:0.131205,(MIM_0029619:0.149599,SOL_0000636:0.163189)95:0.0183551)94:0.0209346,HEL_0021226:0.120603)86:0.0167298,ACT_0037940:0.119238)87:0.0275659)82:0.0153799)86:0.0526936,AQU_0034566:1.0599e-06)81:0.0327606,(CIN_0016620:0.193046,LIR_0041661:0.0988254)77:0.0156114)78:0.0208811)77:0.0463674)56:0.0274899)83:0.0940396)79:0.0865331,MAR_0000613:1.0599e-06)81:0.100267,CER_0041040:1.0599e-06)100:0.432846,(DUN_0002211:0.240283,CHL_0011131:1.0599e-06)73:0.228052);
OG0004472_64_T1_29	((MAR_0019387:0.218737,((GIN_0014737:0.195822,(AMB_0020030:0.177242,(NYM_0008975:0.278734,((((ORY_0027831:0.0631658,BRA_0053932:1.06e-06)100:0.235595,ASP_0011936:0.0842652)100:0.0692747,(CIN_0023866:0.120944,LIR_0034608:0.00204374)100:0.0412155)88:0.0188336,((((ARA_0015659:0.00578394,CUC_0023798:1.06e-06)74:0.0292053,(((CEC_0022271:0.0696282,((PHA_0013811:0.0521403,GLY_0043858:1.06e-06)100:0.0372389,(MED_0020461:0.078369,(LOC107629802:0.0337804,arharahy.Tifrunner.gnm1.Arahy.13g01885:1.06e-06)100:0.00265572)88:0.0126207)100:0.052501)100:0.0708768,POP_0011622:0.0482447)65:0.00668343,PRU_0032302:0.122895)73:0.0168728)79:0.0152808,(((((SOL_0017488:0.163234,COF_0013756:0.00429099)95:0.0277173,MIM_0029036:0.216319)95:0.0270883,HEL_0006195:0.00329794)98:0.0219496,ACT_0022785:0.157493)98:0.017766,VIT_0006824:0.0122861)78:0.00567438)99:0.0487775,AQU_0025121:2.1839e-06)81:0.021341)97:0.0654703)95:0.0392347)100:0.139928)98:0.110499,CER_0029514:1.06e-06)100:0.265136)100:0.61172,(CHL_0003403:0.460021,DUN_0010268:0.511109)93:0.0907354);
