#tree_ID	gd_id	gd_support	gene1	gene2	level	species	GD_dup_sps	dup_ratio	gd_type	comment
OG0000622_254	7	79.0	arharahy.Tifrunner.gnm1.Arahy.13g04700	arharahy.Tifrunner.gnm1.Arahy.19g03447	S28	arh	26	86.67%	AXBB	-
OG0000622_254	7	79.0	NA	SOL_0012491	S28	SOL	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0024426	GIN_0003826	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0024426	GIN_0012376	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0024426	GIN_0027741	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0003011	GIN_0003826	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0003011	GIN_0012376	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0003011	GIN_0027741	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0020940	GIN_0003826	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0020940	GIN_0012376	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GIN_0020940	GIN_0027741	S28	GIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005637	CER_0005915	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005637	CER_0012083	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005637	CER_0012084	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005638	CER_0005915	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005638	CER_0012083	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0005638	CER_0012084	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0006716	CER_0005915	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0006716	CER_0012083	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CER_0006716	CER_0012084	S28	CER	26	86.67%	AXBB	-
OG0000622_254	7	79.0	BRA_0035210	BRA_0051014	S28	BRA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	BRA_0035210	BRA_0051015	S28	BRA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	BRA_0035210	BRA_0029697	S28	BRA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	BRA_0035210	BRA_0056533	S28	BRA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	COF_0021759	COF_0004302	S28	COF	26	86.67%	AXBB	-
OG0000622_254	7	79.0	MED_0021556	MED_0006003	S28	MED	26	86.67%	AXBB	-
OG0000622_254	7	79.0	PRU_0021512	PRU_0043513	S28	PRU	26	86.67%	AXBB	-
OG0000622_254	7	79.0	PRU_0021513	PRU_0043513	S28	PRU	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ardaradu.V14167.gnm1.Aradu.A03g04571	ardaradu.V14167.gnm1.Aradu.A09g03327	S28	ard	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ARA_0003888	ARA_0021295	S28	ARA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ARA_0003888	ARA_0024398	S28	ARA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	POP_0034211	POP_0004022	S28	POP	26	86.67%	AXBB	-
OG0000622_254	7	79.0	LOC107631511	LOC107619373	S28	ari	26	86.67%	AXBB	-
OG0000622_254	7	79.0	LOC107631511	LOC107619374	S28	ari	26	86.67%	AXBB	-
OG0000622_254	7	79.0	LIR_0036186	LIR_0011521	S28	LIR	26	86.67%	AXBB	-
OG0000622_254	7	79.0	LIR_0036186	LIR_0042341	S28	LIR	26	86.67%	AXBB	-
OG0000622_254	7	79.0	MAR_0009187	NA	S28	MAR	26	86.67%	AXBB	-
OG0000622_254	7	79.0	VIT_0020057	VIT_0020106	S28	VIT	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CEC_0028899	CEC_0013176	S28	CEC	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ACT_0016413	ACT_0023101	S28	ACT	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ACT_0016413	ACT_0035501	S28	ACT	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ACT_0037100	ACT_0023101	S28	ACT	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ACT_0037100	ACT_0035501	S28	ACT	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ORY_0016453	ORY_0002729	S28	ORY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ORY_0016453	ORY_0005236	S28	ORY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ORY_0016453	ORY_0023195	S28	ORY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	MIM_0028493	MIM_0000394	S28	MIM	26	86.67%	AXBB	-
OG0000622_254	7	79.0	NYM_0015949	NYM_0031460	S28	NYM	26	86.67%	AXBB	-
OG0000622_254	7	79.0	NYM_0039904	NYM_0031460	S28	NYM	26	86.67%	AXBB	-
OG0000622_254	7	79.0	ASP_0000388	ASP_0020588	S28	ASP	26	86.67%	AXBB	-
OG0000622_254	7	79.0	PHA_0036717	PHA_0024310	S28	PHA	26	86.67%	AXBB	-
OG0000622_254	7	79.0	NA	CHL_0004222	S28	CHL	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CUC_0002621	CUC_0022948	S28	CUC	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CUC_0002622	CUC_0022948	S28	CUC	26	86.67%	AXBB	-
OG0000622_254	7	79.0	HEL_0040894	HEL_0032404	S28	HEL	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CIN_0024981	CIN_0014370	S28	CIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	CIN_0024981	CIN_0022850	S28	CIN	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0016021	GLY_0001404	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0016021	GLY_0071875	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0016021	GLY_0038478	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0026981	GLY_0001404	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0026981	GLY_0071875	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	GLY_0026981	GLY_0038478	S28	GLY	26	86.67%	AXBB	-
OG0000622_254	7	79.0	AMB_0002630	AMB_0015029	S28	AMB	26	86.67%	AXBB	-
OG0000622_254	7	79.0	AMB_0010187	AMB_0015029	S28	AMB	26	86.67%	AXBB	-
OG0000622_254	7	79.0	AMB_0013109	AMB_0015029	S28	AMB	26	86.67%	AXBB	-
OG0000622_254	7	79.0	AQU_0024347	AQU_0041447	S28	AQU	26	86.67%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.14g02158	arharahy.Tifrunner.gnm1.Arahy.13g04700	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.14g02158	arharahy.Tifrunner.gnm1.Arahy.19g03446	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.14g02158	arharahy.Tifrunner.gnm1.Arahy.09g03166	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.14g02158	arharahy.Tifrunner.gnm1.Arahy.19g03447	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.04g01974	arharahy.Tifrunner.gnm1.Arahy.13g04700	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.04g01974	arharahy.Tifrunner.gnm1.Arahy.19g03446	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.04g01974	arharahy.Tifrunner.gnm1.Arahy.09g03166	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	arharahy.Tifrunner.gnm1.Arahy.04g01974	arharahy.Tifrunner.gnm1.Arahy.19g03447	S28	arh	24	80.00%	AXBB	-
OG0000622_254	8	83.0	SOL_0009661	SOL_0012491	S28	SOL	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0024426	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0003011	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0020940	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0003826	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0012376	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0025947	GIN_0027741	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0024426	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0003011	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0020940	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0003826	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0012376	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	GIN_0026397	GIN_0027741	S28	GIN	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013827	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0013828	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044863	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044865	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0044864	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0051209	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060729	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060731	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0006716	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0005915	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0012083	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060730	CER_0012084	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060732	CER_0005637	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060732	CER_0005638	S28	CER	24	80.00%	AXBB	-
OG0000622_254	8	83.0	CER_0060732	CER_0006716	S28	CER	24	80.00%	AXBB	-
