Tree ID,GD ID,GD burst node,GD loss node,GD loss pattern,GD support,Species,GD subclade A genes,GD subclade B genes,GD subclade A gene count,GD subclade B gene count,Species final loss type,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC,GD loss path
OG0000629_253,6,S1,NA,NA,95.0,BRA,"BRA_0026471,BRA_0005690","BRA_0028228,BRA_0045447,BRA_0045448,BRA_0045449,BRA_0045450",2,5,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->BRA(2)
OG0000629_253,6,S1,NA,NA,95.0,ORY,"ORY_0020018,ORY_0007609","ORY_0024258,ORY_0005275",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->ORY(2)
OG0000629_253,7,S1,NA,NA,100.0,BRA,"BRA_0024912,BRA_0024913,BRA_0024914","BRA_0030563,BRA_0030564",3,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->BRA(2)
OG0000629_253,7,S1,NA,NA,100.0,ORY,ORY_0007525,"ORY_0025712,ORY_0025904,ORY_0007504",1,3,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->ORY(2)
OG0000629_253,8,S1,NA,NA,92.0,BRA,"BRA_0026471,BRA_0028228,BRA_0045447,BRA_0045448,BRA_0045449,BRA_0045450,BRA_0005690","BRA_0024912,BRA_0024913,BRA_0024914,BRA_0030563,BRA_0030564",7,5,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->BRA(2)
OG0000629_253,8,S1,NA,NA,92.0,ORY,"ORY_0020018,ORY_0024258,ORY_0005275,ORY_0007609","ORY_0025712,ORY_0025904,ORY_0007504,ORY_0007525",4,4,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->ORY(2)
OG0000629_253,9,S2,NA,NA,59.0,ASP,"ASP_0017141,ASP_0017850,ASP_0018715,ASP_0019388,ASP_0020111","ASP_0018184,ASP_0019305,ASP_0027094",5,3,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S2(2)->ASP(2)
OG0000629_253,9,S2,NA,NA,59.0,BRA,"BRA_0032676,BRA_0032677,BRA_0051119","BRA_0024912,BRA_0024913,BRA_0024914,BRA_0026471,BRA_0028228,BRA_0030563,BRA_0030564,BRA_0045447,BRA_0045448,BRA_0045449,BRA_0045450,BRA_0005690",3,12,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S2(2)->S1(2)->BRA(2)
OG0000629_253,9,S2,NA,NA,59.0,ORY,ORY_0013425,"ORY_0020018,ORY_0024258,ORY_0025712,ORY_0025904,ORY_0005275,ORY_0007504,ORY_0007525,ORY_0007609",1,8,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S2(2)->S1(2)->ORY(2)
OG0000629_253,10,S14,NA,NA,100.0,ARD,ardaradu.V14167.gnm1.Aradu.A06g02019,ardaradu.V14167.gnm1.Aradu.A02g03006,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S14(2)->S13(2)->ARD(2)
OG0000629_253,10,S14,NA,NA,100.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.06g01993,arharahy.Tifrunner.gnm1.Arahy.16g02177,arharahy.Tifrunner.gnm1.Arahy.18g00881,arharahy.Tifrunner.gnm1.Arahy.18g00885,arharahy.Tifrunner.gnm1.Arahy.18g00886",arharahy.Tifrunner.gnm1.Arahy.12g03356,5,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S14(2)->S13(2)->S12(2)->ARH(2)
OG0000629_253,10,S14,NA,NA,100.0,ARI,LOC107647031,LOC107628609,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S14(2)->S13(2)->S12(2)->ARI(2)
OG0000629_253,10,S14,NA,NA,100.0,GLY,"GLY_0069704,GLY_0070991,GLY_0070993,GLY_0009913",GLY_0035575,4,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->GLY(2)
OG0000629_253,10,S14,NA,NA,100.0,MED,"MED_0036206,MED_0036207",MED_0002756,2,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S14(2)->S11(2)->MED(2)
OG0000629_253,10,S14,NA,NA,100.0,PHA,PHA_0025988,"PHA_0024998,PHA_0024999",1,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->PHA(2)
OG0000629_253,11,S14,NA,NA,97.0,ARD,ardaradu.V14167.gnm1.Aradu.A09g00591,ardaradu.V14167.gnm1.Aradu.A08g01173,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S14(2)->S13(2)->ARD(2)
OG0000629_253,11,S14,NA,NA,97.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.09g00611,arharahy.Tifrunner.gnm1.Arahy.19g00717","arharahy.Tifrunner.gnm1.Arahy.08g01196,arharahy.Tifrunner.gnm1.Arahy.18g00245",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S14(2)->S13(2)->S12(2)->ARH(2)
OG0000629_253,11,S14,NA,NA,97.0,ARI,LOC107618360,LOC107614361,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S14(2)->S13(2)->S12(2)->ARI(2)
OG0000629_253,11,S14,NA,NA,97.0,GLY,"GLY_0022230,GLY_0028496","GLY_0050150,GLY_0053850",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->GLY(2)
OG0000629_253,11,S14,NA,NA,97.0,MED,MED_0037811,MED_0010686,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S14(2)->S11(2)->MED(2)
OG0000629_253,11,S14,NA,NA,97.0,PHA,"PHA_0001104,PHA_0002177","PHA_0011071,PHA_0011072",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->PHA(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,ARD,ardaradu.V14167.gnm1.Aradu.A09g00668,"ardaradu.V14167.gnm1.Aradu.A08g01173,ardaradu.V14167.gnm1.Aradu.A09g00591",1,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S15(2)->S14(2)->S13(2)->ARD(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.09g00681,arharahy.Tifrunner.gnm1.Arahy.19g00794","arharahy.Tifrunner.gnm1.Arahy.08g01196,arharahy.Tifrunner.gnm1.Arahy.09g00611,arharahy.Tifrunner.gnm1.Arahy.18g00245,arharahy.Tifrunner.gnm1.Arahy.19g00717",2,4,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,ARI,LOC107619609,"LOC107618360,LOC107614361",1,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,CEC,CEC_0030617,CEC_0031295,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,S15(2)->CEC(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,GLY,NA,"GLY_0022230,GLY_0028496,GLY_0050150,GLY_0053850",0,4,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S15(2)->S14(2)->S11(2)->S10(1)->GLY(1)
OG0000629_253,12,S15,S10,S10:2_1,100.0,MED,"MED_0026924,MED_0026925","MED_0010686,MED_0037811",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S15(2)->S14(2)->S11(2)->MED(2)
OG0000629_253,12,S15,S10,S10:2_1,100.0,PHA,NA,"PHA_0011071,PHA_0011072,PHA_0001104,PHA_0002177",0,4,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,S15(2)->S14(2)->S11(2)->S10(1)->PHA(1)
OG0000630_253,13,S13,NA,NA,100.0,ARD,ardaradu.V14167.gnm1.Aradu.A07g01339,ardaradu.V14167.gnm1.Aradu.A01g02915,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S13(2)->ARD(2)
OG0000630_253,13,S13,NA,NA,100.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.07g01299,arharahy.Tifrunner.gnm1.Arahy.17g01500","arharahy.Tifrunner.gnm1.Arahy.01g02850,arharahy.Tifrunner.gnm1.Arahy.11g02743",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S13(2)->S12(2)->ARH(2)
OG0000630_253,13,S13,NA,NA,100.0,ARI,LOC107609322,LOC107637622,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S13(2)->S12(2)->ARI(2)
OG0000630_253,14,S14,NA,NA,99.0,ARD,"ardaradu.V14167.gnm1.Aradu.A07g01339,ardaradu.V14167.gnm1.Aradu.A01g02915",ardaradu.V14167.gnm1.Aradu.A04g00360,2,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S14(2)->S13(2)->ARD(2)
OG0000630_253,14,S14,NA,NA,99.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.07g01299,arharahy.Tifrunner.gnm1.Arahy.01g02850,arharahy.Tifrunner.gnm1.Arahy.11g02743,arharahy.Tifrunner.gnm1.Arahy.17g01500","arharahy.Tifrunner.gnm1.Arahy.14g00514,arharahy.Tifrunner.gnm1.Arahy.04g00382",4,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S14(2)->S13(2)->S12(2)->ARH(2)
OG0000630_253,14,S14,NA,NA,99.0,ARI,"LOC107637622,LOC107609322",LOC107637528,2,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S14(2)->S13(2)->S12(2)->ARI(2)
OG0000630_253,14,S14,NA,NA,99.0,GLY,"GLY_0025544,GLY_0060194,GLY_0060195",GLY_0054935,3,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->GLY(2)
OG0000630_253,14,S14,NA,NA,99.0,MED,"MED_0022897,MED_0030230,MED_0030231,MED_0032162",NA,4,0,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,S14(2)->S11(2)->MED(1)
OG0000630_253,14,S14,NA,NA,99.0,PHA,PHA_0006280,"PHA_0029287,PHA_0029288",1,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->PHA(2)
